configuration_accession,modality,modality_count,lab,submitted_by,award_component,file_set_accession,assay_term,preferred_assay_titles,aliases,raw_seqspec_version,normalized_seqspec_version,requested_reads,requested_reads_total,expected_fastq_count,supplied_fastq_count,controlled_access,report_path,run_status,pass_count,warning_count,error_count,interpretation_count
IGVFFI7627NLFO,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8258JZZR,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7627NLFO/rna.json,cached,19,3,0,5
IGVFFI7628INSF,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8131BLMU,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4091_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7628INSF/atac.json,cached,15,6,0,10
IGVFFI7629AEPR,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1843SBYD,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7629AEPR/atac.json,cached,18,2,0,5
IGVFFI7632RVDZ,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS5862OZVJ,single-nucleus RNA sequencing assay,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_rna_10x3_NGS7,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7632RVDZ/rna.json,cached,18,3,0,2
IGVFFI7632SKCR,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6800SAZW,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_9179_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7632SKCR/atac.json,cached,15,6,0,10
IGVFFI7636CDPS,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS9274YNXM,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7636CDPS/rna.json,cached,14,5,0,3
IGVFFI7637XSAR,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS9299ECTO,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7637XSAR/rna.json,cached,14,5,0,3
IGVFFI7640YUZL,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9523LMAM,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7640YUZL/atac.json,cached,18,2,0,5
IGVFFI7641SFIQ,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6641LPPX,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8677_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7641SFIQ/atac.json,cached,15,6,0,10
IGVFFI7642ZADT,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3674UEBD,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:IGVFFI8206VEGU_seqspec,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7642ZADT/atac.json,cached,13,7,0,7
IGVFFI7644RCIC,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2798SZFF,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7644RCIC/rna.json,cached,19,3,0,5
IGVFFI7645DTDV,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1728ZLAX,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7645DTDV/atac.json,cached,18,2,0,5
IGVFFI7646WZTP,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2143YNMR,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8911_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7646WZTP/atac.json,cached,15,6,0,10
IGVFFI7648TNCI,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6737HSKU,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7648TNCI/rna.json,cached,19,3,0,5
IGVFFI7650ICKM,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS5614USRJ,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7650ICKM/rna.json,cached,19,3,0,5
IGVFFI7650OBYB,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS8355CNFL,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7650OBYB/rna.json,cached,14,5,0,3
IGVFFI7651KYZC,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3761ALRH,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7651KYZC/atac.json,cached,18,2,0,5
IGVFFI7652OKUR,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1476FCGD,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7652OKUR/rna.json,cached,19,3,0,5
IGVFFI7652QSAA,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3345CLWD,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7652QSAA/rna.json,cached,18,3,0,2
IGVFFI7654DSFH,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS3769NPFS,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7654DSFH/rna.json,cached,14,5,0,3
IGVFFI7656ULHH,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS9540QIQR,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8844_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7656ULHH/atac.json,cached,15,6,0,10
IGVFFI7659BEJS,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2974GKCU,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7659BEJS/atac.json,cached,18,2,0,5
IGVFFI7662HRCK,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7926JPWQ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7662HRCK/rna.json,cached,14,5,0,3
IGVFFI7662LOEW,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS8924NQYH,single-nucleus RNA sequencing assay,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_rna_10x7_NGS6,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7662LOEW/rna.json,cached,18,3,0,2
IGVFFI7662PUMU,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9366EKYM,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7662PUMU/atac.json,cached,18,2,0,5
IGVFFI7662XNIS,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4102KKMO,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7662XNIS/atac.json,cached,18,2,0,5
IGVFFI7663IFRA,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS4441MRAI,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7663IFRA/rna.json,cached,14,5,0,3
IGVFFI7663RZZB,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,functional characterization,IGVFDS5763YUNI,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp17_multi_10x4_NGS3,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7663RZZB/tag.json,cached,16,4,0,3
IGVFFI7665ZVNR,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7019WXPW,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7665ZVNR/rna.json,cached,14,5,0,3
IGVFFI7666XFZO,atac,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS4300IQOY,single-nucleus ATAC-seq,10x multiome,jimmie-ye:seqspec-XX9-SC4_snATAC_S3,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7666XFZO/atac.json,cached,18,2,0,5
IGVFFI7667STRV,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2806EVXQ,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7667STRV/rna.json,cached,18,3,0,2
IGVFFI7668CUJD,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8079TJID,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7668CUJD/rna.json,cached,18,3,0,2
IGVFFI7668HBSY,rna,1,"Charles Gersbach, Duke",Alejandro Barrera,functional characterization,IGVFDS5513HSJU,in vitro CRISPR screen using single-cell RNA-seq,Perturb-seq,charles-gersbach:mhc-perturb-seq-npc-krab-expr10-run1-lane1-rna-seqspec-config-file,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7668HBSY/rna.json,cached,10,1,0,2
IGVFFI7669KDDW,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4752BWME,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_5383_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7669KDDW/rna.json,cached,14,6,0,8
IGVFFI7670DLGD,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS5426TEJZ,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7670DLGD/atac.json,cached,18,2,0,5
IGVFFI7670TCZV,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS7549ZYDK,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_7392_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7670TCZV/atac.json,cached,13,5,0,9
IGVFFI7670ZJLA,rna,1,"Leif Ludwig, MDC",Ludwig Lab,mapping,IGVFDS0287IEKR,single-cell RNA sequencing assay,mtscMultiome,leif-ludwig:measurement2306520006_scRNA_L001_seqspec,0.3.0,0.4.0,10000,20000,2,2,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7670ZJLA/rna.json,cached,10,1,0,2
IGVFFI7672QWXJ,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6041FJHB,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7672QWXJ/atac.json,cached,18,2,0,5
IGVFFI7676MFQJ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS4871AZEE,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7676MFQJ/rna.json,cached,14,5,0,3
IGVFFI7677JUYX,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS5331YSAT,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7677JUYX/rna.json,cached,14,5,0,3
IGVFFI7677KJUR,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5607LMEW,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8994_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7677KJUR/atac.json,cached,15,6,0,10
IGVFFI7679BXHU,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3802KJSR,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7679BXHU/atac.json,cached,18,2,0,5
IGVFFI7680AGQY,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS0949PGIZ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7680AGQY/rna.json,cached,14,5,0,3
IGVFFI7680GSZW,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS0327AJZO,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_multi_10x7_NGS7,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7680GSZW/tag.json,cached,16,4,0,3
IGVFFI7680SNIT,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4285NUBA,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4393_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7680SNIT/atac.json,cached,15,6,0,10
IGVFFI7682TTNJ,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS2727UHPQ,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX5-SC4_snRNA_S0,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7682TTNJ/rna.json,cached,19,3,0,5
IGVFFI7684HWWB,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4675FERJ,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7684HWWB/atac.json,cached,18,2,0,5
IGVFFI7684MERW,atac,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,functional characterization,IGVFDS9970KYUU,single-nucleus ATAC-seq,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp17_atac_10x1_NGS1,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7684MERW/atac.json,cached,18,2,0,5
IGVFFI7685UCZD,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS0783WGAL,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7685UCZD/rna.json,cached,14,5,0,3
IGVFFI7685XBPR,tag,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS3499IMSW,,Perturb-seq,gary-hon:seqspec_IGVFFI7275XULX_hto,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7685XBPR/tag.json,cached,19,10,0,8
IGVFFI7687JUZB,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS0681MGJA,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7687JUZB/rna.json,cached,14,5,0,3
IGVFFI7688MLTV,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS0390IOHK,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8698_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7688MLTV/atac.json,cached,15,6,0,10
IGVFFI7689EYCN,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8727DJPO,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_9039_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7689EYCN/atac.json,cached,15,6,0,10
IGVFFI7690EDKX,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS3303TULU,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp5_multi_10x4_NGS3,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7690EDKX/tag.json,cached,16,4,0,3
IGVFFI7690RVIX,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8592RZOJ,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7690RVIX/atac.json,cached,18,2,0,5
IGVFFI7691FIZK,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9670KNNR,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7691FIZK/rna.json,cached,18,3,0,2
IGVFFI7691MXZI,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS4935AGMW,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7691MXZI/rna.json,cached,14,5,0,3
IGVFFI7691SRWV,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS9490BYGZ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7691SRWV/rna.json,cached,14,5,0,3
IGVFFI7691UJSI,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8225TLID,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7691UJSI/atac.json,cached,18,2,0,5
IGVFFI7692LKWW,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS1570UJMU,single-nucleus RNA sequencing assay,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_rna_10x1_NGS1,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7692LKWW/rna.json,cached,18,3,0,2
IGVFFI7693UOEO,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS2044ENSM,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX22-SC1_snRNA_S1,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7693UOEO/rna.json,cached,19,3,0,5
IGVFFI7695ATVJ,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS7843JHRO,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7695ATVJ/atac.json,cached,18,2,0,5
IGVFFI7695WDBU,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS8701GVWQ,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_multi_10x3_NGS7,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7695WDBU/tag.json,cached,16,4,0,3
IGVFFI7697JHTV,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6105WUJZ,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7697JHTV/rna.json,cached,18,3,0,2
IGVFFI7697JJAX,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9639FMLS,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7697JJAX/rna.json,cached,18,3,0,2
IGVFFI7699NDUX,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4124BSHW,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4017_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7699NDUX/atac.json,cached,15,6,0,10
IGVFFI7699RXWA,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS9345CZLC,single-nucleus RNA sequencing assay,10x multiome with MULTI-seq,ansuman-satpathy:igvf_exp7_rna_10x2_NGS5,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7699RXWA/rna.json,cached,18,3,0,2
IGVFFI7700GYIE,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1361AQNK,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7700GYIE/rna.json,cached,15,5,0,6
IGVFFI7702QQXG,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS9540QIQR,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8940_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7702QQXG/atac.json,cached,15,6,0,10
IGVFFI7703ISFF,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9129KQZH,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7703ISFF/rna.json,cached,18,3,0,2
IGVFFI7704GSMM,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5170AOJR,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_2461_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7704GSMM/atac.json,cached,13,5,0,9
IGVFFI7704JRZG,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS3676NLEQ,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX12-SC2_snRNA_S0,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7704JRZG/rna.json,cached,19,3,0,5
IGVFFI7705FEEH,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7429JFQO,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI7705FEEH/rna.json,cached,14,5,0,3
